"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
"159.81,1.25,4.81"
